word,type_0,type_1,type_2,type_3,type_4,type_5,type_6,type_7,type_8,type_9,type_10,type_11,type_12,type_13
1376,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1377,4,1,1,6,5,13,5,1,1,0,0,29,0,0
1378,3,5,6,0,1,3,142,3,6,4,1,4,0,0
1379,4567,2665,7833,3656,1636,2365,1391,1044,804,1128,505,527,402,215
1381,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1382,9,15,4,17,1,4,2,2,9,0,2,5,0,0
1383,15,22,4,12,17,32,17,32,2,3,7,1,0,0
1384,57,29,49,54,18,30,28,11,26,29,3,25,0,2
1385,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1386,2485,1091,849,1544,394,1018,1821,500,753,384,194,276,33,87
1387,0,7,12,16,1,1,2,0,0,0,0,0,0,0
1388,4192,2283,2368,1375,2118,2011,1093,867,565,869,493,160,73,44
1389,661,575,2048,943,688,192,235,217,246,455,73,89,175,57
1390,2421,1287,1484,1130,308,552,535,467,625,645,424,244,61,46
1391,308,115,669,175,36,67,31,54,67,75,20,80,11,9
1392,0,0,0,0,0,0,3,0,0,0,0,0,0,0
1393,1,0,0,0,1,2,0,0,0,0,0,0,0,0
1394,18220,12068,23072,13073,6121,8841,5936,4133,3713,3617,1811,2031,756,580
1395,7051,7786,5128,3681,3709,3637,1877,2586,1787,1192,935,909,252,133
1396,199,382,205,1430,18,60,71,126,232,162,100,163,9,9
1397,455,1833,3646,379,2133,642,150,189,34,110,24,8,58,13
1398,117,19,11,18,88,66,7,14,2,15,1,0,4,1
1399,2,2,1,11,0,3,0,0,3,2,0,3,1,1
1400,12,3,0,9,1,7,1,1,1,31,0,14,1,2
1401,14739,16968,11591,9737,5310,6328,3816,5613,2061,1879,2040,574,928,173
1402,429,209,1841,100,326,34,40,18,25,11,6,7,201,2
1403,1,1,0,0,0,0,1,1,1,0,0,0,0,0
1404,3,14,4,3,3,18,6,4,3,0,0,0,0,0
1405,3243,1616,10620,3532,925,3763,1812,675,603,769,1185,212,458,90
1406,20,291,1,4,33,39,9,55,30,2,2,25,0,0
1407,23765,10745,5603,12343,10618,6191,3223,1750,1817,1767,1033,375,220,171
1408,3,1,4,0,1,1,1,0,1,0,0,1,0,0
1409,12,13,35,17,10,45,10,1,2,2,1,1,0,1
1410,10,6,20,5,3,56,4,2,4,7,0,7,2,1
1411,23,16,322,129,5,112,18,4,4,35,4,3,0,9
1413,10,24,12,72,3,3,3,1,2,0,2,1,0,1
1414,26,31,46,15,15,27,15,17,7,1,3,2,0,2
1415,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1416,90,27,151,162,28,212,48,11,35,114,18,27,6,36
1417,70,43,24,107,65,55,25,6,17,22,71,2,0,2
1418,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1419,17,20,2174,20,11,55,6,9,2,23,0,1,41,1
1420,0,0,2,0,0,0,3,0,0,0,0,0,0,0
1421,2,4,3,16,10,3,3,1,0,2,1,0,1,0
1422,2,0,8,6,0,4,5,0,0,0,0,0,0,3
1423,148,48,121,256,15,22,23,11,49,50,14,115,1,14
1424,442,106,786,409,105,202,186,80,31,130,30,25,54,32
1425,3143,130,688,849,238,278,129,56,162,412,25,169,12,31
1426,18,19,11,24,5,10,23,2,6,11,3,2,1,6
1427,0,0,0,1,0,1,1,0,1,0,0,7,0,0
1428,758,454,81,236,207,523,49,62,25,30,22,0,10,0
1429,0,0,1,1,0,1,1,0,0,0,1,0,0,0
1430,0,0,0,3,1,0,0,0,0,5,0,0,0,0
1431,151,314,91,162,43,277,60,23,16,9,32,2,4,7
1432,5,8,25,33,5,3,0,1,6,2,17,4,1,2
1433,96,23,56,75,22,10,33,9,30,95,3,11,1,4
1434,3,0,1,7,0,4,3,0,1,1,0,0,0,0
1435,105,107,80,218,125,216,28,12,42,6,6,164,0,1
1436,4,58,0,0,1,0,1,5,6,0,0,0,0,0
1437,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1438,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1439,0,0,0,0,0,0,0,0,5,0,0,2,0,0
1440,92,556,57,102,212,97,37,47,8,24,23,12,7,1
1441,5,9,195,20,1,40,9,5,2,8,1,0,0,0
1442,17,19,13,29,10,7,7,1,4,2,3,1,11,0
1443,3,1,3,2,0,4,2,1,1,7,2,0,0,0
1444,1,2,1,0,0,4,0,0,0,0,0,0,0,0
1445,6,3,2,4,2,11,5,0,1,1,0,1,1,0
1446,2,0,0,0,0,5,0,0,0,0,0,0,0,0
1447,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1449,26,27,314,13,267,12,17,6,2,4,1,0,39,2
1450,0,0,0,0,0,0,0,0,0,9,0,0,0,0
1451,53,39,29,110,51,28,36,16,18,38,22,10,4,8
1452,356,1825,208,98,175,252,309,235,128,127,27,27,9,5
1453,158,51,544,312,117,153,130,18,33,111,47,73,7,20
1454,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1455,0,0,0,1,0,2,0,0,0,0,0,0,0,0
1456,9,2,30,46,4,5,5,1,3,0,2,1,0,4
1457,6810,5475,7608,8238,3427,2220,2520,1914,864,807,569,303,230,231
1458,62,23,6,1,24,14,6,12,1,0,6,0,0,0
1459,569,712,2019,242,225,339,311,192,75,53,47,8,23,19
1460,26162,22808,26568,15225,10024,9481,7198,6836,4079,3890,2344,1730,1168,606
1461,25,6,54,41,28,16,11,4,0,0,4,0,1,0
1463,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1464,0,0,0,1,0,0,0,0,0,4,0,0,0,0
1465,14006,10565,25997,14245,8049,10002,4990,3391,2270,2472,1195,723,733,472
1466,23,19,110,54,4,33,16,34,4,1,0,0,5,0
1467,42,8,25,25,6,11,9,16,9,6,3,4,0,8
1469,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1471,164,119,59,122,91,471,97,73,629,49,95,11,5,4
1472,0,0,0,0,0,0,1,0,0,16,0,0,0,0
1473,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1474,336,152,591,557,85,197,163,47,87,98,13,66,5,56
1475,6,2,10,40,3,11,9,3,2,1,2,1,0,0
1476,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1477,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1478,11,65,42,27,3,6,1,0,14,2,4,2,0,0
1479,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1480,760,231,1282,463,104,137,51,66,63,775,23,36,52,29
1481,28,58,33,12,130,6,12,6,3,7,1,0,2,3
1482,21,34,280,7,9,1,4,24,2,16,9,0,8,0
1484,1,0,0,8,0,0,3,0,0,2,0,0,0,0
1485,10,3,36,71,17,26,5,1,2,7,2,16,0,9
1486,64,128,22,54,53,176,16,10,35,3,84,0,1,1
1487,0,0,1,3,0,0,1,0,1,1,0,7,0,1
1488,0,0,0,1,0,0,2,0,0,4,0,0,0,0
1489,47,95,24,148,17,38,17,29,10,1,13,1,1,2
1490,2,1,1,1,0,7,2,2,3,0,18,0,0,0
1491,1,0,6,5,1,3,1,0,1,0,0,0,0,0
1492,20,15,16,18,5,4,7,5,18,4,0,3,1,1
1493,6,0,17,13,2,2,3,2,1,4,8,1,0,0
1495,0,0,0,1,0,0,1,0,0,3,0,0,0,0
1496,0,12,0,0,2,0,0,113,0,0,0,0,0,0
1497,366,714,183,350,103,372,108,159,89,52,50,46,27,24
1498,0,2,1,1,8,0,0,10,0,1,0,0,0,0
1499,20,0,3,14,6,9,0,0,1,1,2,4,0,1
1500,1227,988,3546,2275,399,1769,694,294,246,289,144,251,194,181
1501,0,0,0,0,0,1,0,0,0,0,0,12,0,0
1502,121,88,102,104,17,126,32,39,8,3,20,0,7,0
1503,2,0,0,1,1,0,1,0,0,1,0,0,0,0
1504,362,367,1190,387,149,230,131,103,117,109,36,68,10,34
1505,4,1,3,1,0,0,3,0,0,0,0,0,0,0
1506,15,0,8,3,1,2,6,1,5,6,2,2,0,0
1507,0,1,2,4,1,1,1,0,0,2,0,0,0,0
1508,824,114,3213,934,103,462,366,131,354,233,292,173,119,35
1509,18,16,57,124,3,23,6,4,10,0,10,3,0,0
1510,175,374,558,295,98,196,122,75,27,66,16,29,31,34
1511,10746,8851,2067,1358,1616,1875,858,1658,1840,1493,1185,494,114,56
1513,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514,738,336,296,613,158,91,346,193,324,162,232,54,4,13
1515,912,570,2549,508,193,48,73,117,46,96,29,37,60,10
1516,830,759,1045,822,540,610,345,206,285,227,239,270,31,43
1517,6,10,1,1,0,1,0,1,1,0,1,0,0,1
1518,468,612,1481,125,1772,69,219,169,62,90,10,22,53,1
1519,23081,25174,21817,15348,9361,9848,8789,7205,3856,3466,3985,1280,854,291
1520,0,0,1,0,0,0,3,0,0,2,0,0,0,0
1521,0,0,1,0,0,1,0,0,2,0,0,0,0,0
1522,26,30,2,10,0,5,0,33,1,35,0,2,1,0
1523,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1525,13,2,49,145,2,25,9,0,3,25,0,6,2,7
1527,13,1,10,25,3,2,10,0,18,7,9,8,1,1
1528,2,1,0,3,3,9,2,0,0,0,0,2,0,0
1529,121,49,186,229,43,44,38,26,31,15,11,22,13,4
1530,1,0,0,0,0,0,0,0,0,5,0,0,0,0
1532,13,60,0,2,12,18,9,31,88,0,1,15,0,0
1533,1,41,0,0,1,0,0,1,0,0,0,0,0,0
1534,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1535,3,0,2,0,7,25,3,0,1,0,0,0,0,0
1536,240,101,678,553,97,198,126,37,73,102,44,57,77,43
1537,4,1,3,32,1,5,4,0,0,2,2,6,0,3
1538,90,20,198,199,14,71,90,14,42,32,10,98,1,39
1539,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1540,374,312,262,465,182,177,144,74,61,85,36,21,9,18
1541,4,0,0,12,1,7,3,0,0,0,0,3,0,0
1542,311,321,438,641,185,1658,417,39,648,34,38,225,18,36
1543,13,1,23,21,2,50,2,0,1,1,1,2,0,3
1544,17,120,180,294,8,2,4,46,34,26,23,3,5,1
1545,709,2623,627,955,89,289,111,789,124,43,158,76,20,13
1546,26,13,27,4,14,30,9,5,4,5,45,1,2,0
1547,97,94,134,139,98,74,39,36,32,36,14,4,2,4
1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1549,0,1,0,2,0,1,2,0,1,1,0,0,1,0
1550,490,1085,239,80,226,144,70,354,115,16,88,55,12,6
1551,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1552,1,0,0,0,0,0,1,1,0,0,0,0,0,0
1554,0,0,0,0,0,0,2,0,0,1,0,0,0,0
1555,33,6,11,23,10,73,8,1,14,4,16,0,0,0
1556,239,179,179,238,117,169,36,80,96,45,8,108,10,6
1557,1,0,11,4,0,15,3,2,1,0,3,0,0,0
1558,1,1,0,1,1,4,0,1,0,0,1,9,0,0
1559,5,1,1,15,5,26,2,1,5,0,0,32,0,0
1560,0,1,0,0,0,0,0,1,1,1,0,0,0,0
1561,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1563,1,8,73,21,57,1,0,1,0,0,2,1,2,1
1564,158,114,349,437,33,405,61,40,49,46,19,10,11,0
1565,1969,457,64,103,65,146,33,41,62,38,29,30,2,9
1566,381,1296,857,550,102,241,147,513,43,206,30,21,2,12
1567,24700,19072,18260,11295,6385,7220,6996,5621,4172,3376,3540,1351,743,453
1568,2,0,2,2,0,0,0,0,0,0,0,1,0,0
1569,2542,881,2703,1239,638,751,1243,487,334,564,126,182,41,87
1570,26,29,6,22,3,6,5,2,6,3,2,1,0,0
1571,10591,4031,10083,5348,1948,2313,3384,1383,1519,2123,1156,962,402,324
1572,0,0,2,1,6,6,0,0,1,0,0,21,0,0
1573,14,6,8,46,11,49,9,2,11,18,21,17,1,2
1574,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1575,19,2,2,10,6,1,5,0,6,1,2,34,0,2
1576,19,7,19,12,6,66,4,1,3,4,2,1,1,3
1577,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1578,1,7,1,4,4,12,1,0,0,0,2,0,0,1
1579,68,32,105,94,13,253,84,25,21,19,376,24,9,3
1580,12642,2891,6794,11888,2886,3921,1921,765,3490,1506,3433,2089,671,852
1581,0,3,0,0,0,0,4,0,0,0,0,0,0,0
1582,8160,7820,11958,3070,4351,2615,2076,1834,1731,1692,994,502,454,103
1583,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1584,1,0,2,1,0,0,0,1,0,0,0,0,0,0
1585,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1587,202,469,159,300,85,370,247,159,53,53,30,10,48,2
1588,732,437,1491,334,239,117,143,98,137,87,42,38,122,28
1589,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1590,4309,3365,1944,2349,669,1242,954,995,998,730,485,640,77,124
1591,0,1,0,2,3,4,0,0,0,0,0,4,0,0
1592,4919,3779,9189,4872,2203,4525,1346,1447,729,770,919,296,236,189
1593,8,2,5,1,2,14,1,3,1,1,0,1,1,2
1594,1,0,42,159,15,159,8,0,1,1,1,0,0,0
1595,82,4,118,114,8,83,17,2,5,13,5,29,0,3
1596,2,6,5,2,15,1,3,5,0,0,0,0,0,0
1597,0,0,4,8,1,5,1,1,0,0,0,0,0,0
1598,90,158,32,30,35,115,15,32,26,10,30,6,6,4
1599,58,47,72,38,10,21,24,4,12,13,4,118,1,1
1600,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1601,2,0,6,10,2,25,1,0,1,0,0,0,0,0
1602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1603,376,149,1061,337,70,120,95,39,91,177,109,38,15,16
1604,141,1037,251,394,59,394,96,194,32,56,19,78,11,21
1605,7222,7998,4580,2097,2894,1589,2821,1299,1180,990,3845,346,242,56
1606,203,79,435,451,197,815,76,53,21,123,19,15,10,21
1607,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1608,3,2,15,171,3,21,7,4,2,3,2,4,0,0
1609,117,635,139,67,31,49,64,211,19,23,18,6,29,14
1610,10174,3609,9507,7228,3259,5474,3098,1247,1210,1484,567,443,307,299
1611,4,5,0,0,0,0,0,0,0,0,0,0,0,0
1612,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1613,5040,5965,7142,5389,2445,2372,2266,1751,857,832,484,374,320,219
1614,92,310,231,67,23,13,23,94,9,15,13,16,27,6
1615,8,4,75,50,1,34,7,0,3,3,0,3,1,1
1616,1076,417,761,890,1348,3599,208,127,36,128,42,45,41,30
1617,0,0,1,3,0,2,0,2,0,0,0,0,0,0
1618,920,888,2433,1286,396,366,275,205,218,953,188,38,83,28
1619,261,719,84,72,245,74,44,236,63,36,36,25,3,3
1620,893,1461,2097,715,195,606,149,448,64,211,66,31,228,28
1621,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1622,1267,1458,1832,919,715,1935,851,1022,370,213,1243,39,145,23
1623,4337,2220,518,1071,184,79,762,171,142,896,97,183,38,45
1624,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1625,17,2,8,30,5,4,5,7,6,16,6,5,1,3
1627,40,37,56,245,32,21,30,1,12,10,28,46,0,1
1628,2,2,1,1,0,5,4,0,10,0,4,1,0,0
1629,3988,4473,2477,1824,2060,1861,2487,1616,638,403,495,60,75,71
1630,6,1,35,71,12,54,8,1,1,1,0,28,0,7
1631,81,86,529,80,169,62,37,7,10,14,5,1,172,0
1632,24,4,6,3,0,0,0,3,2,13,0,0,0,0
1633,10096,13134,3013,3546,669,1331,3647,2256,818,1057,1938,230,624,314
1634,2,1,5,27,0,9,1,0,0,4,1,8,1,0
1635,21944,16809,22862,18858,9693,10190,6689,5493,3793,3921,2421,1531,639,372
1636,1,1,0,0,32,0,0,0,0,0,0,0,0,0
1637,1,25,0,0,5,0,0,0,2,0,0,2,0,0
1638,136,24,258,782,75,547,58,7,26,43,4,720,10,11
1639,141,135,321,146,51,127,160,66,42,51,12,6,34,27
1640,982,108,1296,545,151,305,148,83,165,101,84,76,40,17
1641,14307,11889,10651,3217,3681,2754,1486,2839,986,1393,842,183,508,79
1642,10,2,7,13,3,4,12,0,1,2,3,2,0,1
1643,18,48,116,25,5,13,10,5,14,14,11,0,0,1
1644,0,1,0,0,0,0,1,0,0,2,0,0,0,0
1645,72,69,177,119,94,202,19,21,17,18,7,19,16,5
1646,2,1,3,3,4,4,3,3,0,0,1,0,0,0
1647,17438,9883,3499,2059,690,310,830,1770,609,3126,641,427,113,23
1648,98,49,54,214,26,151,88,19,41,15,19,17,6,5
1649,0,2,0,0,0,1,1,0,0,1,0,0,0,0
1650,28,35,70,40,42,86,14,4,4,4,35,0,1,1
1651,145,36,141,199,127,75,32,24,19,16,29,65,1,7
1652,7,32,17,2,8,11,3,3,5,1,3,2,0,0
1654,2,3,29,16,0,0,12,1,1,17,6,0,0,1
1655,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1656,725,118,328,659,74,172,164,26,66,47,49,16,11,14
1657,478,1449,346,327,154,217,158,604,122,61,165,193,19,42
1658,6,1,10,23,9,6,1,0,2,5,0,1,0,4
1659,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1660,4148,11439,2216,919,2420,581,2226,3519,902,534,885,47,83,57
1661,8,32,4,76,3,31,10,1,12,1,0,0,2,0
1662,5,46,4,0,1,34,6,5,1,0,1,0,0,0
1663,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1664,84,7,17,31,16,12,8,4,1,9,0,0,0,1
1665,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1666,16,2,11,17,5,56,4,0,1,1,1,2,0,5
1667,7648,7010,26815,2615,2818,684,1005,2436,1021,1199,660,349,1503,52
1668,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1669,56,15,33,71,18,8,9,0,14,9,17,59,19,4
1670,2668,4208,1154,1110,290,562,1217,945,673,423,308,138,213,37
1671,88,268,110,255,34,120,85,38,35,4,18,4,17,0
1672,3,2,27,6,0,1,4,1,3,2,2,0,0,1
1673,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1674,23,3,158,66,21,216,17,1,2,2,1,22,0,2
1675,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1676,58,22,166,133,14,174,164,14,11,27,4,13,8,11
1677,7,4,20,27,3,5,5,4,3,3,2,4,8,0
1678,1082,81,1008,135,18,44,13,32,18,167,3,12,34,9
1679,11803,10428,18619,9126,3119,6447,4502,4498,2142,2537,1051,1060,767,421
1682,37,90,1,2,8,3,4,72,47,0,0,6,0,0
1683,0,0,1,0,1,0,2,1,3,1,0,0,0,0
1684,3060,397,806,7532,244,393,349,99,166,308,74,122,23,55
1685,14,36,92,33,88,87,7,27,4,19,6,0,0,2
1686,8,8,4,16,12,23,6,0,3,0,0,27,0,0
1687,0,0,0,0,0,0,0,0,0,10,0,0,0,0
1688,2469,8004,386,1134,735,728,364,2082,176,513,298,29,42,4
1689,0,0,18,0,0,0,0,0,0,0,0,0,0,0
1690,164,75,456,396,71,722,178,31,26,56,25,23,12,45
1691,81,10,39,132,33,258,13,6,5,101,4,6,4,4
1692,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1693,2713,3862,3620,1148,903,433,1814,1354,549,526,479,87,110,36
1694,56,383,156,102,9,42,37,42,26,31,18,7,1,11
1695,10751,4486,3542,4234,1849,3451,2238,1081,1741,1823,814,1130,101,150
1696,369,499,998,438,111,273,119,230,77,63,54,15,55,9
1697,4210,5164,6355,3854,1725,2352,1637,1554,727,1520,1242,199,256,184
1698,1236,992,2633,1433,624,894,592,417,469,265,191,367,731,163
1699,33780,28164,27233,18415,10635,10535,8895,8059,5226,4994,4692,2189,1465,574
1700,47,27,60,22,3,4,3,9,7,8,1,0,7,1
1701,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1702,20303,25287,20718,14369,9387,6149,4903,6308,2695,2138,1525,771,851,320
1703,3,2,1,0,0,3,0,1,1,0,0,0,0,0
1706,6086,5289,2370,3531,1590,2352,1282,1441,1272,1104,1714,426,214,97
1707,2,0,2,8,1,15,2,0,0,1,0,0,0,2
1708,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1709,2,0,0,2,1,4,0,0,0,2,1,1,0,0
1710,86,13,61,12,29,10,4,2,11,2,1,2,7,0
1711,5,3,9,7,5,0,2,3,0,1,2,0,0,0
1712,0,0,1,9,1,1,1,0,0,1,0,0,0,0
1713,8,8,1,4,3,31,6,2,0,0,0,0,0,0
1714,1,0,0,1,0,0,0,0,0,23,0,0,0,0
1715,2233,716,1451,1710,467,302,589,153,799,184,341,507,42,55
1716,47,8,21,51,37,185,38,3,3,13,2,3,1,10
1718,1263,351,15,1,4,2,1,9,1,2,1,1,0,0
1719,31,21,193,1372,23,16,8,5,10,8,3,25,0,8
1720,23,28,87,25,11,11,4,2,1,7,1,7,0,0
1721,552,484,485,714,291,780,199,134,232,190,66,103,24,21
1722,19620,15305,17430,9779,6024,6991,6235,5002,3614,2671,2519,1192,758,406
1723,1,1,0,1,0,1,0,0,0,0,0,0,0,0
1724,3540,1911,1202,901,2078,2631,3787,675,1000,180,384,102,278,36
1725,22,8,23,127,11,37,4,4,3,3,1,1,1,2
1726,4801,5724,15545,3046,4892,2175,912,1243,800,774,417,455,683,75
1727,30,57,113,58,44,55,13,12,5,42,12,4,6,4
1728,45,17,67,229,23,99,18,7,15,18,6,16,2,51
1729,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1730,4393,2216,2226,1939,1150,1078,866,521,990,211,384,637,46,41
1731,21794,12037,6494,2727,953,511,1259,2386,834,2533,1031,533,308,16
1732,1337,881,1799,1394,938,1616,383,162,122,91,81,66,33,82
1733,278,8,33,94,11,8,17,10,79,253,12,43,2,6
1734,10051,5669,20828,8381,3052,7436,2971,2182,2321,2468,2608,927,664,254
1735,4003,9496,4770,1053,1634,848,905,3120,745,305,465,177,469,116
1736,17538,19076,16887,8669,6880,5910,5366,5019,3218,2500,2205,1314,785,337
1737,417,234,1311,723,113,351,120,58,71,139,44,351,25,27
1738,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1740,2,5,0,0,1,17,3,0,1,0,0,1,0,0
1741,131,86,216,134,34,148,45,49,14,2,20,3,4,0
1742,7,11,26,36,0,12,5,2,7,4,7,2,0,3
1743,628,1046,1697,947,604,965,345,271,305,130,608,54,40,15
1744,1305,509,1892,1625,512,753,269,105,88,107,86,222,65,17
1745,21,7,1137,43,9,183,34,5,58,6,4,6,18,1
1746,1250,487,1063,3738,231,407,416,203,355,326,128,352,18,51
1748,4,0,0,0,2,1,1,0,0,0,0,0,0,0
1749,15,2,22,39,4,23,6,0,4,16,3,5,1,3
1750,961,1297,3217,1165,134,133,519,383,172,378,534,76,332,38
1751,21,6,110,57,12,17,20,29,5,14,3,3,0,0
1752,7,9,12,14,20,23,6,8,7,11,2,1,2,0
1753,43,15,144,74,9,35,9,11,5,87,10,2,8,3
1754,5,8,1,3,3,0,3,1,1,2,1,0,0,1
1755,174,182,129,245,231,300,80,48,35,48,22,50,9,38
1757,561,661,6681,937,772,234,140,80,208,220,64,74,337,5
1758,284,170,1931,575,98,576,126,98,71,79,37,627,42,20
1760,165,97,352,412,136,1271,144,53,19,27,12,14,16,19
1761,62,29,26,13,15,8,18,3,6,12,3,5,0,5
1762,1,6,5,20,3,1,0,0,0,2,0,0,0,3
1763,42,18,67,19,5,6,3,5,9,15,1,7,0,2
1764,231,97,302,406,114,172,68,42,43,108,20,7,10,5
1765,6,1,2,2,3,0,0,0,0,0,0,0,0,1
1766,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1767,19555,20606,19914,11448,7414,8616,4655,5844,2492,2802,2126,773,785,275
1768,14,13,37,2,2,19,1,1,1,0,1,0,0,0
1769,118,34,72,96,163,338,38,16,23,22,5,40,3,4
1770,2,0,1,16,2,2,1,1,0,0,0,15,1,0
1771,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1772,0,1,0,4,0,3,0,0,0,5,0,0,0,0
1773,1,1,0,0,0,0,1,1,0,0,0,0,0,0
1774,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1775,925,237,1351,1835,296,750,501,102,257,314,105,76,41,73
1776,2,2,1,3,2,1,1,0,0,0,0,5,0,1
1777,605,223,1293,2357,191,591,287,147,99,165,66,143,325,91
1778,4289,2646,5964,4542,3068,4471,2834,1352,1051,864,678,465,335,245
1779,13653,9223,15942,8728,2785,2075,2880,1349,1170,617,3551,187,384,31
1780,339,181,414,259,67,141,122,58,64,128,70,100,14,14
1781,4,0,1,0,0,0,3,0,0,1,0,0,0,0
1782,1852,656,1709,2496,573,1446,697,439,220,137,140,55,33,12
1783,158,81,1102,468,156,363,89,24,31,220,11,10,20,18
1784,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1786,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1787,33,27,42,87,225,93,11,18,3,29,1,2,4,0
1788,0,1,0,1,3,2,0,0,0,0,0,1,0,0
1789,5,1,0,3,1,7,9,8,2,3,0,0,0,0
1790,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1791,562,355,5,8,20,13,18,21,49,17,28,14,1,1
1792,49,32,51,89,8,40,26,42,8,6,12,4,3,3
1793,3264,3011,1544,955,230,433,189,565,492,443,279,283,486,31
1794,15,136,5,12,11,3,1,7,1,2,1,5,0,0
1795,0,0,0,0,0,1,1,0,0,1,1,1,0,0
1796,9,0,6,8,2,25,4,0,5,0,0,1,0,0
1797,0,0,2,0,1,1,4,0,0,0,0,0,0,0
1798,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1799,0,0,2,0,0,0,1,0,0,0,0,0,0,0
1800,0,0,0,1,0,0,0,0,2,0,0,0,0,0
1801,39,6,32,10,0,9,1,6,3,1,0,0,0,0
1802,2,1,4,2,29,0,2,0,0,1,0,0,0,0
1804,0,0,0,2,0,6,2,0,0,1,0,0,0,0
1805,6179,1885,2316,1455,506,529,766,352,441,583,281,108,136,148
1808,1,1,0,0,0,6,1,1,2,0,0,0,0,0
1809,2,90,1,56,3,8,1,1,2,2,11,2,0,1
1810,7,0,15,22,0,4,3,0,0,15,0,3,0,0
1811,38,10,21,111,7,32,30,13,10,48,6,6,1,1
1812,67,79,2,5,40,11,14,2,9,0,1,18,0,1
1814,2962,1282,3030,2454,367,1136,1263,584,619,565,611,348,102,89
1815,11448,14518,11877,8058,5326,6262,4305,4396,1829,1244,1240,484,360,253
1816,17665,10406,6607,3699,4386,2940,3121,3246,2777,2207,1389,1096,350,245
1817,3,3,2,4,6,7,0,0,1,0,0,0,0,0
1818,184,181,724,808,259,84,66,28,35,77,52,7,50,17
1819,2152,1298,6292,2257,728,1534,885,491,500,310,347,117,223,84
1820,0,2,0,0,0,2,0,0,0,0,0,0,0,0
1822,100,36,187,360,27,120,43,12,12,72,8,23,14,34
1823,48,12,44,32,48,43,11,2,2,40,5,4,1,3
1824,0,0,2,1,0,2,0,0,0,0,1,0,0,0
1825,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1826,42,18,214,251,42,73,46,26,44,109,35,8,4,4
1827,274,1736,615,467,76,231,98,550,93,114,47,24,41,24
1828,3,3,7,3,0,0,1,0,0,2,37,0,0,0
1829,346,350,2467,319,637,274,98,108,44,25,40,4,118,3
1830,0,0,9,0,0,0,0,0,0,0,0,0,0,0
1831,5,57,4,4,192,4,3,0,0,1,0,0,0,0
1832,1372,479,968,694,178,199,183,564,416,306,115,270,28,31
1833,495,798,1702,114,104,221,124,221,90,28,92,3,252,0
1834,1,0,2,0,1,0,3,0,0,1,0,0,0,0
1835,398,535,344,444,914,448,169,149,110,56,328,18,20,7
1836,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1837,1,0,11,8,0,0,0,0,0,0,0,0,0,0
